folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,proagro,mesproc,progan,mesprogan,nvo_apoyo,nvo_prog1,nvo_act1,nvo_cant1,nvo_prog2,nvo_act2,nvo_cant2,nvo_prog3,nvo_act3,nvo_cant3,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
2260577406,1,01,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,9000,9000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,5000,0,0,0,1222.82,0,1220.86
2260577410,1,01,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,4000,2, , , , , , , , ,2100,06, , ,2, , , , , , , , , ,2,4,0,0,0,1050,0,0,0,256.79,0,255.32
2260577422,1,01,2,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,1700,600,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,500,0,300,0,122.28,0,73.36,46.95,0
2260592419,1,02,1,4,1, ,2, , , , , , , , ,6,2,1,1,1,1,0,1,0,1,0, , ,2100,3130,2, , , , , , , , ,3500,04, , ,2, , , , , , , , , ,2,4,0,7540,0,7651,0,1844.02,0,1871.16,0,26.41
2260592419,1,02,1,5,1,1,2, , , , , , , , ,6,2,0,2,0, , ,2,0,2,0, , ,21000,1000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,716,0,500,0,175.1,0,122.28,52.82,0
2260592822,1,01,2,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,4200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,3600,3054,0,3550,885.24,750.98,0,872.95,761.31,0
2260592920,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1180, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,890,0,100,0,217.66,0,24.45,190.76,0
2260599002,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,100, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2630,0,2850,0,643.2,0,697.01,0,52.82
2260599002,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,13000,300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,380,0,12300,0,92.93,0,3008.15,0,2914.23
2260599715,1,02,1,5,1,2,2, , , , , , , , ,7,0, , , , , , , , , , , ,300,300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,70,0,600,0,17.21,0,147.54,0,129.83
2260599716,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,1500, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,2700,0,0,0,663.93,0,663.93
2260599716,1,01,1,5,1,2,2, , , , , , , , ,2,0, , , , , , , , , , , ,25000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,25000,4500,0,400,6147.54,1106.55,0,98.36,7155.73,0
2260621207,1,03,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,7000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,5500,0,0,0,1359.89,0,1358.9
2260621215,1,01,2,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,8200, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2000,0,11200,0,494.5,0,2769.23,0,2272.74
2260642505,1,01,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,1050,450,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,108,258,140,605,26.41,63.09,34.23,147.96,0,23.47
2260642505,1,02,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,6000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2645,0,8500,0,646.87,0,2078.8,0,1429.23
2260642505,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,75000,11800,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,20500,0,0,2000,5013.58,0,0,489.13,4522.49,0
2260642610,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1100,200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1040,0,5200,0,255.73,0,1278.68,0,1020.98
2260644014,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1200,2, , , , , , , , ,3900,05, , ,2, , , , , , , , , ,2,4,400,1657,0,0,97.82,405.24,0,0,501.84,0
2260644015,1,02,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,2500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,300,180,0,1100,73.36,44.02,0,269.02,0,149.67
2260644018,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,1080, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,300,0,9200,0,73.36,0,2249.99,0,2174.67
2260644222,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1040,105,0,60,257.14,25.96,0,14.83,267.03,0
2260644307,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,650,600,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,820,0,1200,0,200.54,0,293.47,0,90.97
2260644308,1,02,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,30000,2, , , , , , , , ,4600,05, , ,2, , , , , , , , , ,2,4,0,0,0,14080,0,0,0,3443.47,0,3442.49
2260644312,1,01,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,20000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,8350,0,0,0,2042.11,0,2039.67
2260644312,1,01,2,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,76050,64680,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,12900,0,0,12600,3154.89,0,0,3081.52,73.36,0
2260644904,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,4000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,240,3360,0,2500,58.69,821.73,0,611.41,267.06,0
2300139802,1,01,2,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0, ,5000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,3,1564,766,0,24005,384.59,188.36,0,5902.86,0,5329.18
2300249902,1,01,2,4,1, ,2, , , , , , , , ,6,4,4,0,4,4,0,0, , ,0, , , , ,2, , , , , , , , , , , , ,1,2001,4,54000, , , , , , ,2,4,0,0,0,37800,0,0,0,9244.56,0,9244.56
2300249902,1,02,2,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,1100,2550,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,2472,0,0,0,604.56,0,604.56
2301871006,1,01,1,9,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,46200,5400,0,14600,11298.91,1320.65,0,3570.65,9047.93,0
2301894704,1,01,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2500,450,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,450,2950,0,5910,110.65,725.4,0,1453.27,0,616.72
2302048303,1,02,2,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,990,0,716,0,242.11,0,175.1,64.56,0
2302115705,1,01,1,9,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2880,0,1320,0,708.19,0,324.59,383.6,0
2302155501,1,01,2,6,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,26775,155925,0,0,6548.23,38133.83,0,0,44682.06,0
2302180406,1,02,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,550,0,96,0,134.51,0,23.47,108.58,0
2302230003,1,02,1,5,1,1,2, , , , , , , , ,1,2,0,2,0, , ,2,0,2,0, , ,1800, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,280,485,0,1831,68.47,118.61,0,447.79,0,258.26
2302230006,1,01,1,5,1,2,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , , ,2000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,480,0,0,0,117.39,0,117.39
2302308403,1,01,2,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,4000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
2302960422,1,04,1,9,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,92640,4860,0,15000,22656.52,1188.58,0,3668.47,20176.63,0
2303023415,1,03,1,4,1, ,2, , , , , , , , ,1,1,0,1,0, , ,1,0,1,0, , ,250, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,3250,0,0,435,794.83,0,0,106.38,686.73,0
2303023802,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,0, , ,1,1,0,11000,15000,2, , , , , , , , ,3200,10, , ,1,2001,4,9000, , , , , , ,2,4,0,1355,0,4400,0,333.19,0,1081.96,0,746.55
2303023806,1,01,2,7,1, ,2, , , , , , , , ,1,1,0,1,0, , ,1,0,1,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,7816,1202,0,575,1921.96,295.57,0,141.39,2074.42,0
2303023806,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,500,25,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1164,890,519,1300,286.22,218.85,127.62,319.67,312.78,0
2303023822,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,650,100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1600,1650,0,3500,393.44,405.73,0,860.65,0,59.01
2303027018,1,01,2,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,64000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,28244,257,800,6000,6907.49,62.85,195.65,1467.39,5696.41,0
2303027018,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1000,225,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,400,5540,0,500,97.82,1354.89,0,122.28,1329.45,0
2303027223,1,01,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , , ,840,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,900,0,0,0,222.52,0,222.52
2303095312,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , ,100,1000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,7680,510,0,500,1878.26,124.72,0,122.28,1878.26,0
2303095324,1,02,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0,800,300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,41900,1600,0,900,10247.28,391.3,0,220.1,10418.47,0
2303095418,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,600,340,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,450,0,240,0,110.05,0,58.69,49.89,0
2303095805,1,01,2,4,1, ,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , , ,40000,2, , , , , , , , ,6400,05, , ,2, , , , , , , , , ,2,4,47400,13200,0,21960,11655.73,3245.9,0,5399.99,9501.63,0
2303095809,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2320,200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,5479,869,0,1300,1347.29,213.68,0,319.67,1239.34,0
2303095817,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1520,200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,3162,1992,0,384,777.54,489.83,0,94.42,1171.47,0
2303095903,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , ,3000,03, , ,2, , , , , , , , , ,2,4,0,850,0,350,0,207.88,0,85.59,120.32,0
2303095903,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1000,560,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2036,0,500,0,497.93,0,122.28,375.65,0
2303149506,1,01,2,6,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,10400,0,0,0,2543.47,0,0,0,2541.52,0
2303155704,1,01,1,6,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,41875,125,0,28572,10297.13,30.73,0,7025.9,3301.96,0
2303157216,1,01,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , ,800,1600,2, , , , , , , , ,8000,09, , ,2, , , , , , , , , ,2,4,0,1600,0,2280,0,395.6,0,563.73,0,166.15
2303157310,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , ,1000,3000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2500,1740,0,2050,611.41,425.54,0,501.35,534.13,0
2303157921,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1100,0,1190,0,269.02,0,291.03,0,20.54
2303157921,1,01,1,5,1,1,2, , , , , , , , ,1,1,1,0,1,1,0,0, , ,0, , ,35586,450,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,4500,7204,0,6180,1100.54,1761.84,0,1511.41,1349.99,0
2303283615,1,01,1,4,1, ,2, , , , , , , , ,5,3,3,0,3,3,0,0, , ,0, , ,20000,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,12300,1560,0,20870,3024.59,383.6,0,5131.96,0,1723.27
2303285307,1,01,1,6,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,84260,910,0,6530,20607.06,222.55,0,1597.01,19231.63,0
2303333009,1,03,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,3500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
2303333013,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,150,420,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1630,0,300,0,398.64,0,73.36,322.82,0
2303333013,1,02,2,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,4500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
2303333214,1,02,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,300, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,500,400,0,408,123.62,98.9,0,100.87,121.64,0
2303333707,1,01,1,4,2,1,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
2303333707,1,02,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,12,0,0,0,2.95,0,2.95
2303361017,1,02,2,5,1,1,2, , , , , , , , ,4,0, , , , , , , , , , , ,1200,800,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,90,12369,0,960,22.01,3025.02,0,234.78,2811.52,0
2303361021,1,01,1,4,1, ,2, , , , , , , , ,7,1,1,0,1,1,0,0, , ,0, , , ,500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,11607,0,0,0,2838.66,0,0,2837.93,0
2303361222,1,01,2,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,500,2, , , , , , , , ,4000,06, , ,2, , , , , , , , , ,2,4,0,860,0,200,0,212.63,0,49.45,163.18,0
2303361524,1,01,2,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,1000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,200,1994,0,10900,48.91,487.66,0,2665.76,0,2127.71
2303361524,1,02,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , , ,5150,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,2250,0,0,0,550.27,0,548.8
2303361719,1,01,2,6,1, ,1, , , , , , , ,8, ,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,10400,600,0,0,2557.37,147.54,2407.86,0
2360007413,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,770,200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2088,0,800,0,510.65,0,195.65,314.02,0
2360007414,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , , ,20000,2, , , , , , , , ,4000,05, , ,2, , , , , , , , , ,2,4,0,216,0,560,0,52.82,0,136.95,0,82.17
2360007414,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,490,1300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,3034,0,1900,0,742.01,0,464.67,275.86,0
2360007415,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,7500,2, , , , , , , , ,3200,05, , ,1,2001,4,25000, , , , , , ,2,4,300,3400,0,3320,73.36,831.52,0,811.95,90.97,0
2360007415,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,3425,3600,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,250,9275,0,7008,61.14,2268.34,0,1713.91,613.36,0
2360007417,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,120,2790,120,430,29.34,682.33,29.34,105.16,633.91,0
2360007417,1,02,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,50000,2, , , , , , , , , , , , ,1,2001,4,25000, , , , , , ,2,4,0,309,0,2560,0,75.57,0,626.08,0,548.8
2360007602,1,01,1,4,2,1,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , ,3200,05, , ,1,2001,4,4500, , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
2360007602,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1260,1600,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,150,3300,0,150,36.88,811.47,0,36.88,811.47,0
2360007603,1,01,1,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , , ,3000,2, , , , , , , , , , , , ,1,2001,4,27000, , , , , , ,2,4,0,3100,0,150,0,762.29,0,36.88,722.95,0
2360007807,1,01,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,4360,8445,0,3000,1072.13,2076.63,0,737.7,2410.81,0
2360007808,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , , ,6000,2, , , , , , , , ,3000,05, , ,2, , , , , , , , , ,2,4,0,4290,0,3000,0,1054.91,0,737.7,315.73,0
2360007808,1,01,2,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,8900, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,12176,0,0,0,2994.09,0,0,2992.13,0
2360007808,1,03,1,4,1, ,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , , , ,2, , , , , , , , ,3600,05, , ,2, , , , , , , , , ,2,4,8535,10820,0,1500,2098.77,2660.65,0,368.85,4387.86,0
2360007808,1,03,2,7,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,19600,2, , , , , , , , , , , , ,1,2001,7,108000, , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
2360007809,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1040, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,9721,0,600,0,2390.4,0,147.54,2242.62,0
2360007810,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , ,10000,2, , , , , , , , ,4500,05, , ,1,2001,4,58500, , , , , , ,2,4,8700,4050,0,3115,2139.34,995.9,0,765.98,2366.55,0
2360007811,1,01,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , ,3200,05, , ,1,2001,4,13500, , , , , , ,2,4,0,10930,0,2800,0,2687.7,0,688.52,1997.7,0
2360007811,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,9450,500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,3750,0,3200,0,922.13,0,786.88,132.78,0
2360007919,1,02,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,250,0,0,0,61.14,0,0,58.69,0
2360007919,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1100, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,650,0,1750,0,158.96,0,427.98,0,267.06
2360007922,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,10000,35000,2, , , , , , , , , , , , ,1,2001,4,27000, , , , , , ,2,4,7500,8245,0,3950,1834.23,2016.44,0,966.03,2881.95,0
2360007922,1,03,2,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1500,3125,0,0,366.84,764.26,0,0,1129.89,0
2360007923,1,02,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,22300,37000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,73500,10700,0,39380,17975.54,2616.84,0,9630.97,10961.41,0
2360020415,1,02,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,750,100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,10650,4800,0,600,2604.61,1173.91,0,146.73,3630.32,0
2360020419,1,01,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,4900, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2130,13230,0,11000,520.92,3235.59,0,2690.21,1065.32,0
2360020423,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,3700, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,6200,0,1900,0,1516.3,0,464.67,1050.65,0
2360020423,1,02,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,5201,0,0,0,1271.98,0,0,1270.76,0
2360020814,1,02,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,3500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1830,0,425,0,449.99,0,104.5,345.24,0
2360020814,1,02,2,7,2, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2001,7,18000, , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
2360020908,1,01,2,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , , ,77000,1, , , , , , ,6500, , , , , ,2, , , , , , , , , ,2,4,28000,0,0,23000,6847.82,0,0,5624.99,1220.86,0
2360030010,1,01,2,4,1, ,1, ,2, , , , , , , ,2,2,0,2,2,0,0, , ,0, , , ,395000,2, , , , , , , , , , , , ,1,2015,4,7300, , , , , , ,2,4,316000,0,0,145000,77282.6,0,0,35461.95,41820.65,0
2360030010,1,02,2,5,1,1,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,5690, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,10984,2121,0,4500,2686.3,518.72,0,1100.54,2104.23,0
2360030011,1,01,2,4,1, ,2, , , , , , , , ,6,4,4,0,4,4,0,0, , ,0, , , ,218880,2, , , , , , , , , , , , ,1,2015,4,7300, , , , , , ,2,4,109440,0,0,53000,26765.21,0,0,12961.95,13802.28,0
2360030301,1,01,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,2000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1600,0,350,0,391.3,0,85.59,305.21,0
2360030301,1,02,2,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,1000,300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2676,0,1700,0,654.45,0,415.76,237.71,0
2360030305,1,03,2,4,1, ,1, ,2, , , , , , , ,8,8,0,8,8,0,0, , ,0, , ,2100,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,275144,0,0,292000,67290.65,0,0,71413.04,0,4120.43
2360030723,1,03,2,4,1, ,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , , ,600,2, , , , , , , , , , , , ,1,2001,4,4500, , , , , , ,2,4,3750,0,0,3400,922.13,0,0,836.06,85.57,0
2360031422,1,02,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,550,160,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,830,1042,150,2400,202.98,254.83,36.68,586.95,0,90.97
2360031423,1,01,1,4,1, ,1, ,2, , , , , , , ,0, , , , , , , , , , , , ,200000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,3,157030,0,0,72864,38404.07,0,0,17819.99,20581.63,0
2360031424,1,01,1,4,1, ,1, ,2, , , , , , , ,2,2,0,2,2,0,0, , ,0, , , ,202500,2, , , , , , , , ,7300,03, , ,2, , , , , , , , , ,2,4,149179,0,0,75419,36483.99,0,0,18444.86,18037.17,0
2360031501,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , ,360,500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,3340,1175,0,1500,816.84,287.36,0,366.84,736.63,0
2360031501,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,3130,960,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,16030,2550,0,2980,3920.38,623.64,0,728.8,3815.21,0
2360031607,1,01,1,4,1, ,2, , , , , , , , ,6,5,5,0,5,5,0,0, , ,0, , , ,480000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,640000,0,0,465000,157377.04,0,0,114344.26,43031.8,0
2360031608,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , ,31200,2, , , , , , , , , , , , ,1,2015,4,7300, , , , , , ,2,4,81900,0,0,44000,20139.34,0,0,10819.67,9318.68,0
