folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,proagro,mesproc,progan,mesprogan,nvo_apoyo,nvo_prog1,nvo_act1,nvo_cant1,nvo_prog2,nvo_act2,nvo_cant2,nvo_prog3,nvo_act3,nvo_cant3,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
0760549502,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,10500,1200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,11600,4150,0,5250,2836.95,1014.94,0,1283.96,2567.93,0
0760549506,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,4800,5500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,21200,15820,0,12400,5184.78,3869.02,0,3032.6,6019.23,0
0760549607,1,01,1,4,1, ,2, , , , , , , , ,6,2,1,1,1,1,0,1,0,1,0, , , ,8000,2, , , , , , , , ,6000,05, , ,2, , , , , , , , , ,2,4,7500,3800,0,3700,1844.26,934.42,0,909.83,1867.86,0
0760549607,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,400,50,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,700,3704,0,350,172.13,910.81,0,86.06,994.42,0
0760549610,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , ,6000,2, , , , , , , , ,6000,05, , ,2, , , , , , , , , ,2,4,12500,2348,0,7300,3073.77,577.37,0,1795.08,1856.06,0
0760549612,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,920,380,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,560,6180,0,800,137.7,1519.67,0,196.72,1460.65,0
0760549814,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,4000,2, , , , , , , , ,2300,04, , ,2, , , , , , , , , ,2,4,2400,800,0,0,590.16,196.72,0,0,784.91,0
0760590014,1,01,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,3000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,5000,4820,0,2000,1222.82,1178.8,0,489.13,1910.54,0
0760590017,1,01,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1050,1520,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,1300,0,0,0,317.93,0,316.95
0760590017,1,02,2,4,1, ,2, , , , , , , , ,5,0, , , , , , , , , , , , ,1300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,475,0,0,0,116.16,0,114.45
0760590018,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,15000,2, , , , , , , , ,5000,06, , ,2, , , , , , , , , ,2,4,28492,3540,0,9380,6968.15,865.76,0,2294.02,5537.93,0
0760590219,1,01,1,4,1, ,2, , , , , , , , ,1,2,2,0,2,2,0,0, , ,0, , , ,25800,2, , , , , , , , ,4300,06, , ,2, , , , , , , , , ,2,3,15050,1750,0,29280,3721.15,432.69,0,7239.56,0,3085.71
0760590219,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,2020, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,200,1330,0,270,49.45,328.84,0,66.75,311.53,0
0760590221,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,16500,8500,2, , , , , , , , ,7965,06, , ,2, , , , , , , , , ,2,3,12096,2596,0,3850,2990.76,641.86,0,951.92,2679.23,0
0760590222,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,2600,1000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1003,0,800,0,247.99,0,197.8,47.47,0
0760590222,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,12400,1100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2653,1004,0,800,655.96,248.24,0,197.8,706.15,0
0760590223,1,02,2,5,1,1,2, , , , , , , , ,7,0, , , , , , , , , , , ,1750,80,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,3845,0,2845,0,950.68,0,703.43,246.26,0
0760590224,1,01,1,4,1, ,2, , , , , , , , ,1,3,3,0,3,3,0,0, , ,0, , , ,24000,1, , , , ,780, , , ,8000,05, , ,2, , , , , , , , , ,2,4,14380,5100,0,34100,3555.49,1260.98,0,8431.31,0,3613.84
0760590224,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,48000, ,2, , , , , , , , , , , , ,1,2009,5,45000, , , , , , ,2,4,14000,0,0,550,3461.53,0,0,135.98,3323.07,0
0760590224,1,02,2,5,1,1,2, , , , , , , , ,1,1,0,1,0, , ,1,0,1,0, , ,540,28280,2, , , , , , , , , , , , ,1,2009,5,25000, , , , , , ,2,4,0,2268,0,16110,0,560.76,0,3983.24,0,3420.98
0760590309,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0, ,31000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,30500,1000,0,9380,7459.23,244.56,0,2294.02,5408.8,0
0760590309,1,03,2,4,1, ,2, , , , , , , , ,1,4,4,0,3,3,0,1,1,0,0, , , ,20000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,15100,0,0,0,3692.93,0,3691.95
0760590310,1,01,2,4,1, ,2, , , , , , , , ,5,4,4,0,4,4,0,0, , ,0, , , ,100000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,40000,640,0,98520,9782.6,156.52,0,24094.56,0,14154.45
0760590905,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,590,160,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,11800,2082,0,6928,2885.86,509.18,0,1694.34,1699.23,0
0760604509,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , ,5500,06, , ,2, , , , , , , , , ,2,4,1300,7415,0,4180,317.93,1813.45,0,1022.28,1106.41,0
0760604509,1,01,1,5,1,2,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,33000,15000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,300,0,0,0,73.36,0,73.36
0760604509,1,02,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,4490,1140,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,8350,0,380,0,2042.11,0,92.93,1948.69,0
0760604614,1,02,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,700,1500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,500,450,0,400,122.95,110.65,0,98.36,132.78,0
0760604616,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,600,6,0,150,147.54,1.47,0,36.88,112.13,0
0760604616,1,01,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,130,600,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,100,300,0,200,24.59,73.77,0,49.18,47.21,0
0760604617,1,02,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,430, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,300,750,0,510,73.77,184.42,0,125.4,132.78,0
0760604702,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1300,150,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,756,0,7300,0,185.9,0,1795.08,0,1608.19
0760604703,1,04,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,22346,190,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1790,7213,0,1550,440.16,1773.68,0,381.14,1832.45,0
0760604706,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,300,5000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,500,0,175,0,122.95,0,43.03,79.67,0
0760604706,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1200,720,1, , , , , , , ,150, , , , ,2, , , , , , , , , ,2,4,0,252,0,278,0,61.96,0,68.36,0,5.9
0760604819,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1650,100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2295,2340,0,625,564.34,575.4,0,153.68,985.57,0
0760604821,1,01,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,1500, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,300,3840,0,1700,73.77,944.26,0,418.03,599.01,0
0760667322,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , , ,8000,2, , , , , , , , ,6000,07, , ,2, , , , , , , , , ,2,4,0,15500,0,5300,0,3790.76,0,1296.19,2494.56,0
0760667322,1,01,1,5,1,1,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , ,34000,67000,2, , , , , , , , ,6000,07, , ,2, , , , , , , , , ,2,4,17000,26000,0,30200,4157.6,6358.69,0,7385.86,3128.47,0
0760667322,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,3200,350,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,5755,5380,0,4240,1407.47,1315.76,0,1036.95,1684.56,0
0760667324,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,14525,1, , , , , ,800, , ,5000,07, , ,2, , , , , , , , , ,2,4,54750,3970,0,19425,13389.94,970.92,0,4750.67,9608.47,0
0760667407,1,01,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,1350,3600,2, , , , , , , , ,6200,08, , ,2, , , , , , , , , ,2,4,0,9130,0,4880,0,2232.88,0,1193.47,1038.91,0
0760667407,1,04,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,2060,600,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1580,3760,60,770,386.41,919.56,14.67,188.31,1129.89,0
0760667409,1,01,2,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , ,20000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,20690,0,0,0,5060.05,0,5059.56
0760667409,1,03,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , ,3000,1, , , , , , , ,2000,4000,08, , ,2, , , , , , , , , ,2,4,0,0,0,1860,0,0,0,454.89,0,454.89
0760667409,1,04,1,5,1,1,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,670,2000,1, , , , , , , ,1200, , , , ,2, , , , , , , , , ,2,4,0,280,0,240,0,68.47,0,58.69,8.8,0
0760667410,1,01,1,9,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , , ,1, , , ,7200, , , , ,6000,07, , ,2, , , , , , , , , ,2,4,76992,768,0,11600,18829.56,187.82,0,2836.95,16179.45,0
0760667801,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2700,506,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,150,300,0,2060,36.88,73.77,0,506.55,0,395.4
0760667802,1,01,2,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,32000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,25000,4700,0,20700,6147.54,1155.73,0,5090.16,2213.11,0
0760667802,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2250,1150,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,450,2000,0,1000,110.65,491.8,0,245.9,354.09,0
0760667805,1,01,2,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , , ,15000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,6020,0,0,0,1480.32,0,1478.36
0760667805,1,02,2,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,2650,2360,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2450,2430,0,2150,602.45,597.54,0,528.68,669.83,0
0760667914,1,01,1,9,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,91000,6300,4200,78000,22255.43,1540.76,1027.17,19076.08,5746.3,0
0760667914,1,01,2,4,1, ,2, , , , , , , , ,1,4,4,0,4,4,0,0, , ,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,12000,0,0,3980,2934.78,0,0,973.36,1960.43,0
0760667915,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,4900,300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,9960,1480,0,2150,2435.86,361.95,0,525.81,2271.52,0
0760667916,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,3000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,6100,1665,0,1570,1491.84,407.2,0,383.96,1514.34,0
0760667917,1,01,1,9,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,1, , , , , , , ,7200, , , , ,2, , , , , , , , , ,2,4,92500,5550,0,53540,22622.28,1357.33,0,13094.02,10885.1,0
0760824001,1,01,1,4,1, ,2, , , , , , , , ,1,4,4,0,4,4,0,0, , ,0, , , ,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,31500,9000,0,15960,7703.8,2201.08,0,3903.26,6001.63,0
0760824001,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,4200,1500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,11100,2775,0,4040,2714.67,678.66,0,988.04,2403.58,0
0760824209,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , ,7800, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,4000,0,5200,0,989.01,0,1285.71,0,296.7
0760824211,1,01,1,4,1, ,2, , , , , , , , ,6,3,3,0,0, , ,3,3,0,0, , ,1400, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,4760,4500,0,4205,1176.92,1112.63,0,1039.69,1249.12,0
0760824211,1,01,1,5,1,1,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , ,24000,9000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,7400,0,0,0,1829.67,0,1827.69
0760824521,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1200,300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1920,2912,0,1354,469.56,712.17,0,331.14,848.15,0
0760824524,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,4000,120,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,7200,16240,0,2500,1760.86,3971.73,0,611.41,5121.19,0
0760824717,1,02,2,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1500,125,1, , , , , , , ,500, , , , ,2, , , , , , , , , ,2,4,1300,1250,0,220,319.67,307.37,0,54.09,572.45,0
0760824718,1,01,2,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , ,3000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,4342,2200,0,2800,1067.7,540.98,0,688.52,917.7,0
0760843021,1,01,1,4,1, ,2, , , , , , , , ,1,2,2,0,2,2,0,0, , ,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,19100,160,0,5800,4671.19,39.13,0,1418.47,3289.89,0
0760843021,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,3000,700,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1600,0,200,0,391.3,0,48.91,340.43,0
0760843316,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2550,700,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,340,4106,0,1290,83.15,1004.18,0,315.48,771.84,0
0760843910,1,01,2,4,1, ,2, , , , , , , , ,7,2,2,0,2,2,0,0, , ,0, , ,160,4000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,4170,0,0,0,1019.83,0,1018.36
0760843911,1,01,2,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , ,400,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2526,0,530,0,617.77,0,129.61,487.17,0
0761005202,1,01,1,4,1, ,2, , , , , , , , ,2,1,1,0,0, , ,1,1,0,0, , ,3200,19200,2, , , , , , , , ,4800,05, , ,2, , , , , , , , , ,2,4,13100,4660,0,12520,3239.01,1152.19,0,3095.6,1293.62,0
0761005202,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1100, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,3740,0,300,0,924.72,0,74.17,848.57,0
0761005203,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1100,100,2, , , , , , , , ,1300,09, , ,2, , , , , , , , , ,2,4,0,5300,0,1240,0,1310.43,0,306.59,1002.85,0
0761005203,1,05,1,4,1, ,2, , , , , , , , ,2,2,2,0,0, , ,2,2,0,0, , , ,64000,2, , , , , , , , ,4800,05, , ,2, , , , , , , , , ,2,4,47000,8100,0,21120,11620.87,2002.74,0,5221.97,8399.67,0
0761005204,1,01,1,4,1, ,2, , , , , , , , ,2,1,1,0,0, , ,1,1,0,0, , , ,95000,2, , , , , , , , ,8000,05, , ,2, , , , , , , , , ,2,4,78850,5600,0,30000,19495.87,1384.61,0,7417.58,13461.42,0
0761005204,1,01,1,5,1,2,2, , , , , , , , ,5,1,1,0,0, , ,1,1,0,0, , ,74000,8000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,7800,0,0,0,1928.57,0,1928.57
0761005204,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1100,500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,3590,0,0,0,887.63,0,0,887.14,0
0761005205,1,01,1,4,1, ,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , , ,40920,2, , , , , , , , ,7060,05, , ,2, , , , , , , , , ,2,4,37050,4840,0,10630,9160.71,1196.7,0,2628.29,7729.12,0
0761005205,2,01,1,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,2000,33400,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,29000,3420,0,16200,7170.32,845.6,0,4005.49,4008.46,0
0761005206,1,01,1,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , ,6400,32425,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,15050,15200,0,20000,3721.15,3758.24,0,4945.05,2533.84,0
0761005206,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1050, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1380,0,360,0,341.2,0,89.01,252.19,0
0761005515,1,01,1,4,1, ,2, , , , , , , , ,6,4,4,0,4,4,0,0, , ,0, , ,3500,1200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2725,0,2600,0,666.44,0,635.86,29.34,0
0761005515,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,900,105,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,150,1950,0,450,36.68,476.9,0,110.05,402.06,0
0761005516,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,1250,2500,2, , , , , , , , ,5600,07, , ,2, , , , , , , , , ,2,4,6250,1550,0,1300,1528.53,379.07,0,317.93,1587.71,0
0761005517,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , ,1320,4000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1200,2650,0,3300,293.47,648.09,0,807.06,132.06,0
0761005517,1,01,1,5,1,2,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , ,75000,16000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,1100,0,0,0,269.02,0,267.06
0761005517,1,03,2,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,2000,100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,300,1500,0,100,73.36,366.84,0,24.45,413.8,0
0761005518,1,02,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,1400,500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,4450,0,800,0,1088.31,0,195.65,892.17,0
0761005619,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,9000,2, , , , , , , , ,6000,06, , ,2, , , , , , , , , ,2,4,24500,23300,0,21800,6024.59,5729.5,0,5360.65,6391.47,0
0761005619,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , , ,9000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2000,0,500,0,491.8,0,122.95,368.85,0
0761005619,1,05,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,6000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,11100,7400,0,9000,2729.5,1819.67,0,2213.11,2334.09,0
0761005620,1,03,1,4,1, ,2, , , , , , , , ,6,5,4,1,0, , ,1,0,1,4,4,0, ,14000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,9000,25100,0,6620,2213.11,6172.13,0,1627.86,6757.37,0
0761005620,1,03,1,5,1,2,2, , , , , , , , ,6,2,1,1,0, , ,1,0,1,1,1,0, ,5250,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,10320,2290,0,600,2537.7,563.11,0,147.54,2950.81,0
0761005620,1,04,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , ,30000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,48300,24200,0,18000,11877.04,5950.81,0,4426.22,13399.67,0
0761005621,1,01,1,4,1, ,2, , , , , , , , ,6,4,2,2,0, , ,4,2,2,0, , ,700,8000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,400,9000,0,300,98.36,2213.11,0,73.77,2236.72,0
0761005621,1,01,1,5,1,1,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , ,88000,32000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,12000,100,0,200,2950.81,24.59,0,49.18,2924.26,0
0761005621,1,02,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,4180,150,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,300,550,0,710,73.77,135.24,0,174.59,32.45,0
0761005622,1,02,1,4,1, ,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , , ,7000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,4050,7950,0,2500,995.9,1954.91,0,614.75,2334.09,0
0761005622,1,02,1,5,1,1,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , , ,650,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1500,0,60,0,368.85,0,14.75,354.09,0
0761005623,1,01,1,4,1, ,2, , , , , , , , ,6,2,1,1,0, , ,1,0,1,1,1,0,50,5000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,5300,4400,50,1720,1303.27,1081.96,12.29,422.95,1974.09,0
0761005623,1,01,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,150,60,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,735,320,0,0,180.73,78.68,0,0,256.72,0
0761005624,1,01,1,4,1, ,2, , , , , , , , ,6,2,1,1,1,1,0,1,0,1,0, , , ,6000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,20300,12750,0,9500,4991.8,3135.24,0,2336.06,5789.5,0
0761005624,1,01,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,1500,15,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,470,0,600,0,115.57,0,147.54,0,29.5
0761005707,1,03,1,4,1, ,2, , , , , , , , ,6,5,5,0,5,5,0,0, , ,0, , , ,111600,2, , , , , , , , ,3200,03, , ,2, , , , , , , , , ,2,4,219600,5710,0,129070,53999.99,1404.09,0,31738.52,23665.57,0
0761005708,1,01,1,4,1, ,2, , , , , , , , ,6,4,4,0,3,3,0,1,1,0,0, , , ,25000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,15626,11166,0,19740,3842.45,2745.73,0,4854.09,1732.13,0
0761005709,1,01,1,4,1, ,2, , , , , , , , ,5,5,2,3,2,2,0,3,0,3,0, , , ,80000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,32400,54420,0,43300,7967.21,13381.96,0,10647.54,10699.67,0
0761005710,1,01,1,4,1, ,2, , , , , , , , ,6,5,4,1,4,4,0,1,0,1,0, , , ,137800,2, , , , , , , , ,3200,03, , ,2, , , , , , , , , ,2,4,173396,18414,0,90280,42638.36,4528.03,0,22199.99,24963.93,0
0761005711,1,01,1,4,1, ,2, , , , , , , , ,6,5,4,1,4,3,1,1,1,0,0, , , ,150000,2, , , , , , , , ,6400,03, , ,2, , , , , , , , , ,2,4,127568,9708,0,63900,31369.18,2387.21,0,15713.11,18041.31,0
0761005712,1,02,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , , ,854,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,3500,500,1000,2400,860.65,122.95,245.9,590.16,637.37,0
0761012318,1,01,1,4,1, ,2, , , , , , , , ,2,1,1,0,0, , ,1,1,0,0, , ,6680,15000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,780,12580,0,11800,190.76,3076.63,0,2885.86,381.52,0
0761012318,1,02,1,5,1,1,2, , , , , , , , ,1,2,0,2,0, , ,2,0,2,0, , ,43200,1100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,3560,4669,0,550,870.65,1141.87,0,134.51,1875.32,0
0761012319,1,01,1,4,1, ,2, , , , , , , , ,2,2,2,0,0, , ,2,2,0,0, , ,1360,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,7200,0,2900,0,1760.86,0,709.23,1050.65,0
0761012319,1,01,1,5,1,1,2, , , , , , , , ,2,1,0,1,0, , ,1,0,1,0, , ,29100,2360,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1500,4013,0,300,366.84,981.44,0,73.36,1273.69,0
0761012320,1,01,1,4,1, ,2, , , , , , , , ,2,1,1,0,0, , ,1,1,0,0, , ,8000,20000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,5020,6980,0,7400,1227.71,1707.06,0,1809.78,1124.02,0
0761012320,1,02,1,5,1,1,2, , , , , , , , ,2,1,1,0,0, , ,1,1,0,0, , ,22700,1100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2600,6050,0,330,635.86,1479.61,0,80.7,2033.8,0
