folioviv,foliohog,clave,gasto,pago_mp,gasto_tri
0919663706,1,TB07,4355, ,13065
0919663706,1,TB12,15500,0,7622.95
0919671504,1,TB02,423, ,1228.06
0919671504,1,TB03,572, ,1660.64
0919764506,1,TB01,1500, ,4354.83
0919841606,1,TB03,410, ,1230
0919841606,1,TB08,400,400,391.3
0919856401,1,TB02,712, ,2067.09
0919856401,1,TB07,3450, ,10016.12
0919856401,1,TB01,3000, ,8709.67
0919856401,1,TB08,3900,0,3815.21
0919856401,1,TB05,500, ,1451.61
0919995005,1,TB02,356, ,1033.54
0919995005,1,TB03,1195, ,3469.35
0919995005,1,TR03,100, ,290.32
0919995005,1,TB08,700,300,684.78
0920016206,1,TB02,742, ,2154.19
0920016206,1,TB03,791, ,2296.45
0920101502,1,TB12,10000,10000,4891.3
0920101502,1,TB05,2000, ,5806.45
0920101502,1,TB04,3500, ,10161.29
0920101506,1,TB03,1102, ,3199.35
0920501601,1,TB02,914, ,2742
0920501601,1,TB03,1039, ,3117
0920701301,1,TB09,600,600,586.95
0920701303,1,TB08,6960,6960,6808.69
0920950704,1,TB08,1730,0,1692.39
0921322301,1,TB10,725,725,709.23
0921322302,1,TB12,8000,8000,3913.04
0921411405,1,TB01,2000, ,5806.45
0921539005,1,TB08,8530,0,8344.56
0921539006,1,TB08,4650,0,4548.91
0921953606,1,TB12,8000,0,3934.42
0921974201,1,TB10,1100,300,1076.08
0921974201,1,TB08,4150,0,4059.78
0921974201,1,TB03,5882, ,17076.77
0921974201,1,TB02,2331, ,6767.41
0921974205,1,TB02,1981, ,5751.29
0921974205,1,TB13,19000,0,9395.6
0921974205,1,TB10,2142,1541,2095.43
0921974205,1,TB08,17320,0,16943.47
0921974205,1,TB03,2730, ,7925.8
0921974206,1,TB02,337, ,978.38
0921974206,1,TB03,693, ,2011.93
0921985806,1,TB01,2000, ,6000
0922096406,1,TB01,1400, ,4064.51
0922096406,1,TB12,1575,1575,770.38
0922257302,1,TB05,600, ,1741.93
0922257302,1,TB14,4800,800,2347.82
0922257302,1,TB07,450, ,1306.45
0922257304,1,TB05,1500, ,4354.83
0922257304,1,TB04,4000, ,11612.9
0922257304,1,TB10,11600,200,11347.82
0922257304,1,TB14,4500,750,2201.08
0922257305,1,TB10,84,84,82.17
0922257305,1,TB04,299, ,868.06
0922257305,1,TB07,800, ,2322.58
0922257305,1,TB14,4200,700,2054.34
0922257305,1,TB08,320,0,313.04
0960001425,1,TB08,980,490,958.69
0960001425,1,TB01,2000, ,5806.45
0960001547,1,TB02,200, ,580.64
0960001547,1,TB03,400, ,1161.29
0960004021,1,TB08,350,350,342.39
0960004021,1,TB10,1700,1700,1663.04
0960008235,1,TB12,5600,500,2769.23
0960018618,1,TB08,300,0,293.47
0960018618,1,TB11,3600,300,1770.49
0960022213,1,TB09,1700,1700,1663.04
0960026711,1,TB11,3000,833,1475.4
0960037821,1,TB13,10000,0,4918.03
0960046515,1,TB12,6000,0,2934.78
0960046617,1,TB04,5000, ,15000
0960052005,1,TB05,3250, ,9435.48
0960052005,1,TB04,4200, ,12193.54
0960052005,1,TB08,1000,0,978.26
0960052005,1,TB14,12000,2000,5869.56
0960052005,1,TB13,10000,0,4891.3
0960052005,1,TB12,2090,990,1022.28
0960052005,1,TB11,24400,6000,11934.78
0960052005,1,TB07,2200, ,6387.09
0960053415,1,TB04,14000, ,40645.16
1000026201,1,TB07,350, ,1016.12
1000026201,1,TB11,600,0,296.7
1000026201,1,TB12,4000,4000,1978.02
1000029702,1,TB01,3500, ,10500
1000073302,1,TR08,600,0,586.95
1000073302,1,TR14,2076,346,1015.43
1000073306,1,TB01,1000, ,2903.22
1000073306,1,TB08,14090,1100,13783.69
1000073306,1,TB05,720, ,2090.32
1000073306,1,TB11,9700,9700,4744.56
1000107204,1,TB08,1200,0,1173.91
1000107204,1,TB07,51, ,148.06
1000107204,1,TB11,7000,620,3461.53
1000115505,1,TB05,3800, ,11032.25
1000129604,1,TB07,449, ,1347
1000129604,1,TB13,4000,0,1967.21
1000129604,1,TB01,1200, ,3600
1000129604,1,TB02,456, ,1368
1000129604,1,TB03,2910, ,8730
1000185305,1,TB11,1100,0,538.04
1000272905,1,TB08,150,150,146.73
1000350702,1,TB05,4800, ,14400
1000350702,1,TB03,780, ,2340
1000350702,1,TB08,1650,0,1614.13
1000350704,1,TB13,2400,0,1180.32
1000359504,1,TB09,1200,0,1173.91
1000368606,1,TB08,1500,0,1467.39
1000406404,1,TB11,7030,7030,3438.58
1000413902,1,TB12,3600,0,1760.86
1000431305,1,TB08,1200,250,1173.91
1000437201,1,TB14,12861,2361,6359.83
1000437201,1,TB05,600, ,1741.93
1000437201,1,TB13,499,0,246.75
1000444703,1,TB07,1618, ,4854
1000444703,1,TB08,3150,0,3081.52
1000444703,1,TB09,5220,870,5106.52
1000445501,1,TB13,4500,4500,2201.08
1000445501,1,TB01,1500, ,4354.83
1000473803,1,TR08,1200,400,1173.91
1000473803,1,TB08,600,200,586.95
1000519903,1,TB11,1000,0,489.13
1000519904,1,TB08,3460,0,3384.78
1000519905,1,TB05,7000, ,20322.58
1000519905,1,TB11,850,0,415.76
1000534003,1,TB08,800,200,782.6
1000534003,1,TB09,300,300,293.47
1000547704,1,TB05,20000, ,60000
1000558401,1,TB08,1820,0,1780.43
1000581002,1,TB08,1340,0,1310.86
1000626201,1,TB11,1800,320,890.1
1000636703,1,TB13,23000,1200,11311.47
1000705802,1,TB08,1290,1290,1261.95
1000732905,1,TB12,8000,0,3913.04
1000759605,1,TB08,2900,0,2836.95
1000759606,1,TB05,4000, ,12000
1000759606,1,TB10,480,480,469.56
1000759606,1,TB09,480,100,469.56
1000759606,1,TB11,2719,0,1337.21
1000759606,1,TB13,11000,0,5409.83
1000759606,1,TB14,16079,0,7907.7
1000759606,1,TB08,1995,0,1951.63
1000759606,1,TB06,1345, ,4035
1000759606,1,TB04,2700, ,8100
1000759606,1,TB03,1478, ,4434
1000759606,1,TB02,1284, ,3852
1000759606,1,TB01,5000, ,15000
1000759606,1,TB15,30000,5000,14754.09
1000812803,1,TB13,5500,5500,2704.91
1000864001,1,TB08,3520,0,3443.47
1000864004,1,TB05,4800, ,13935.48
1000864004,1,TB03,789, ,2290.64
1000864004,1,TB02,903, ,2621.61
1000864005,1,TB05,2200, ,6387.09
1000881701,1,TB02,568, ,1704
1000881701,1,TB05,1200, ,3600
1000881701,1,TB04,8000, ,24000
1000881701,1,TB01,3000, ,9000
1000881701,1,TB03,696, ,2088
1000936305,1,TB08,2050,2050,2005.43
1000952001,1,TB08,2970,0,2905.43
1000952002,1,TB11,7000,0,3423.91
1000960004,1,TR08,150,0,146.73
1000978501,1,TB08,2639,2219,2581.63
1000978501,1,TB03,4000, ,11612.9
1000978504,1,TB04,3600, ,10451.61
1000978504,1,TB13,2000,2000,978.26
1000978504,1,TB11,900,0,440.21
1000978504,1,TB09,5600,0,5478.26
1001100203,1,TB05,2000, ,5806.45
1001189402,1,TB02,530, ,1538.7
1001189402,1,TB01,2500, ,7258.06
1001189402,1,TB03,278, ,807.09
1001189406,1,TB09,1500,1500,1467.39
1001189406,1,TB01,25000, ,72580.64
1001189406,1,TB04,1200, ,3483.87
1001189406,1,TB03,3964, ,11508.38
1001189406,1,TB02,648, ,1881.29
1001189406,1,TB13,97600,97600,47739.13
1001189406,1,TR01,7000, ,20322.58
1001189406,1,TR04,10000, ,29032.25
1001189406,1,TR08,2600,2600,2543.47
1001189406,1,TB08,7380,3160,7219.56
1001190906,1,TB08,1000,1000,978.26
1001190906,1,TB12,3000,3000,1467.39
1001190906,1,TB11,1208,1208,590.86
1001228203,1,TB05,1800, ,5225.8
1001238702,1,TB08,718,0,702.39
1001238702,1,TB11,700,0,344.26
1001238706,1,TB03,6560, ,19680
1001238706,1,TB01,1200, ,3600
1001238706,1,TB02,2895, ,8685
1001238706,1,TR09,600,600,586.95
1001238706,1,TB05,5000, ,15000
1001238706,1,TB13,1300,0,639.34
1001238706,1,TR01,500, ,1500
1001238706,1,TB08,29740,20580,29093.47
1001238706,1,TB10,24000,24000,23478.26
1001268806,1,TB12,12648,12648,6220.32
1001389404,1,TB03,457, ,1326.77
1001389404,1,TB02,1052, ,3054.19
1001455401,1,TB01,2000, ,5806.45
1001455401,1,TR01,300, ,870.96
1001501301,1,TB04,27181, ,78912.58
1001501301,1,TB03,542, ,1573.54
1001501301,1,TB02,545, ,1582.25
1001558002,1,TB08,13480,4490,13186.95
1001591206,1,TB08,900,0,880.43
1001626504,1,TB08,350,0,342.39
1001626506,1,TB08,1030,0,1007.6
1001648804,1,TB12,6800,2000,3344.26
1001648804,1,TB08,570,570,557.6
1001648806,1,TB08,1007,1007,985.1
1001648806,1,TB12,9000,9000,4426.22
1001658703,1,TB11,1700,240,836.06
1001658705,1,TB08,300,0,293.47
1001677502,1,TB08,750,750,733.69
1001677502,1,TB07,1100, ,3193.54
1001677502,1,TB05,3000, ,8709.67
1001677502,1,TB13,2500,0,1222.82
1001719204,1,TB08,680,280,665.21
1001760602,1,TB08,2571,0,2515.1
1001760602,1,TB01,2326, ,6978
1001760603,1,TB09,840,0,821.73
1001760603,1,TB13,5800,0,2852.45
1001760603,1,TB08,4800,0,4695.65
1001760604,1,TB02,1199, ,3597
1001760604,1,TB08,2430,0,2377.17
1001760604,1,TB03,677, ,2031
1001760606,1,TB08,1410,0,1379.34
1001760606,1,TB01,2027, ,6081
1001852806,1,TB11,3470,0,1706.55
1001852806,1,TB12,9299,0,4573.27
1001862401,1,TB05,200, ,580.64
1001959505,1,TB08,450,0,440.21
1001983005,1,TB11,3600,0,1760.86
1002025201,1,TB11,1600,800,791.2
1002025206,1,TB08,400,400,391.3
1002025206,1,TB09,400,400,391.3
1002025206,1,TB13,1900,0,939.56
1002032702,1,TB11,5000,0,2459.01
1002037505,1,TB11,1600,0,782.6
1002115703,1,TB12,5700,0,2803.27
1002115706,1,TB11,1000,1000,491.8
1002145602,1,TB13,19500,0,9590.16
1002145603,1,TB01,4000, ,12000
1002145603,1,TB12,14000,14000,6885.24
1002145604,1,TB08,950,0,929.34
1002145604,1,TB04,10350, ,31050
1002145606,1,TB11,850,850,418.03
1002386502,1,TB09,280,180,273.91
1002386502,1,TB08,4918,1346,4811.08
1002432302,1,TB12,3000,0,1467.39
1002432302,1,TB08,365,120,357.06
1002459505,1,TB12,4200,0,2054.34
1002462705,1,TB05,10000, ,30000
1002462705,1,TB12,18000,0,8852.45
1002462706,1,TB11,13000,13000,6393.44
1002479503,1,TB02,150, ,435.48
1002479503,1,TB01,2000, ,5806.45
1002479503,1,TB03,327, ,949.35
1002589703,1,TB08,70,70,68.47
1002597603,1,TB09,170,0,166.3
1002597603,1,TB08,200,0,195.65
1002597603,1,TB11,400,0,196.72
1002711014,1,TB14,68000,0,33260.86
1002711014,1,TB08,3540,0,3463.04
1002711207,1,TB10,3988,3988,3901.3
1002711207,1,TB14,6025,6025,2979.39
1002711215,1,TB01,5000, ,14516.12
1002711215,1,TB03,1555, ,4514.51
1002711215,1,TB08,2900,0,2836.95
1002711215,1,TB11,35700,0,17653.84
1002711219,1,TB05,3000, ,8709.67
1002711223,1,TB07,1300, ,3774.19
1002711223,1,TB01,800, ,2322.58
1002711223,1,TB08,600,600,586.95
1002711223,1,TB12,1500,800,741.75
1002778401,1,TB12,5000,0,2445.65
1002780521,1,TB05,8000, ,23225.8
1002800216,2,TB09,7000,7000,6847.82
1002855217,1,TB11,4650,1550,2299.45
1002855523,1,TB04,12000, ,34838.7
1002855523,1,TB11,12000,0,5869.56
1002855710,1,TB08,2050,0,2005.43
1002855718,1,TB05,2500, ,7500
1003011203,1,TB05,1900, ,5516.12
1003011203,1,TB11,2980,2980,1473.62
1003011203,1,TB13,2000,0,989.01
1003011203,1,TB08,240,0,234.78
1003011215,1,TB02,500, ,1451.61
1003011215,1,TB01,800, ,2322.58
1003011215,1,TB14,6000,1000,2967.03
1003011215,1,TB08,1100,1100,1076.08
1003011215,1,TB03,1172, ,3402.58
1003011219,1,TB13,5000,0,2472.52
1003011219,1,TB01,2000, ,5806.45
1003011219,1,TB08,700,0,684.78
1003093510,1,TB12,10000,0,4891.3
1003093510,1,TB08,1379,0,1349.02
1003093721,1,TB13,6000,0,2950.81
1003093721,1,TB01,4400, ,13200
1003093721,1,TB02,710, ,2130
1003093824,1,TB11,11000,0,5409.83
1003110008,1,TB13,5200,1600,2543.47
1003110303,1,TB02,826, ,2398.06
1003110303,1,TB03,261, ,757.74
1003110311,1,TB08,3600,320,3521.73
1003110319,1,TB08,800,200,782.6
1003110922,1,TB08,1604,0,1569.13
1003214308,1,TB03,1595, ,4630.64
1003214308,1,TB02,1840, ,5341.93
1003214324,1,TB11,1300,1300,635.86
1003214324,1,TB03,1289, ,3742.25
1003214324,1,TB01,4000, ,11612.9
1003214324,1,TB02,1140, ,3309.67
1003214915,1,TB01,70, ,203.22
1003214915,1,TB03,215, ,624.19
1003214915,1,TB02,254, ,737.41
1003257815,1,TB12,5400,1800,2655.73
1003304210,1,TB08,8260,600,8080.43
1003304703,1,TB08,300,300,293.47
1003304703,1,TB11,200,200,98.36
1003304719,1,TB11,3450,1150,1696.72
1003450820,1,TB05,7000, ,21000
1003450820,1,TB08,935,400,914.67
1003497605,1,TB13,50000,0,24590.16
1003497605,1,TB08,2500,0,2445.65
1003497613,1,TB08,2600,2600,2543.47
1003497613,1,TB10,8060,7380,7884.78
1003497613,1,TB12,5000,2500,2459.01
1060032315,1,TB13,17000,8500,8315.21
1060032315,1,TB05,15300, ,44419.35
1060032315,1,TB10,5000,5000,4891.3
1060040409,1,TB12,8000,0,3913.04
1060040801,2,TB02,130, ,390
1060040801,2,TB03,245, ,735
1060040801,2,TB11,10000,0,4918.03
1060042522,1,TB03,330, ,958.06
1060042522,1,TB02,516, ,1498.06
1060046415,1,TB12,15000,15000,7336.95
1060046416,1,TB11,2400,400,1173.91
1060046601,1,TB12,8000,0,3934.42
1060046920,1,TB11,600,600,293.47
1060060404,2,TB08,3600,0,3521.73
1060060404,3,TR03,100, ,290.32
1060060404,3,TB08,220,0,215.21
1060060404,2,TB11,400,0,195.65
1060060404,3,TB03,200, ,580.64
1060060416,1,TB02,500, ,1451.61
1060060416,1,TB08,800,0,782.6
1060060420,1,TB13,20000,0,9782.6
1060060803,1,TB12,5000,1000,2459.01
1060060807,1,TB11,2300,1000,1131.14
1060060811,1,TB08,2080,2080,2034.78
1060060811,1,TB03,1268, ,3804
1060101911,1,TB05,200, ,580.64
1060109216,1,TB13,19400,0,9593.4
1060166610,1,TB08,1300,0,1271.73
1060171422,1,TB11,13850,850,6774.45
1060171422,1,TB05,2000, ,5806.45
1060187804,1,TB08,549,299,537.06
1060207311,1,TB08,580,580,567.39
1060224601,1,TB11,1900,165,934.42
1060234420,1,TB13,2772,0,1355.86
1060234815,1,TB05,3000, ,9000
1060234815,1,TB07,3000, ,9000
1060241204,1,TB08,640,640,626.08
1060241204,1,TB11,700,700,346.15
1060241216,1,TB08,269,0,263.15
1060248420,1,TB08,1200,0,1173.91
1060255505,1,TB08,2940,1100,2876.08
1060269702,1,TB02,1046, ,3138
1060269702,1,TB03,818, ,2454
1060313312,1,TB08,890,0,870.65
1060313312,1,TB11,900,0,440.21
1060313905,1,TB12,12000,0,5869.56
1060313905,1,TB05,4000, ,11612.9
1060313906,1,TB11,1150,0,562.49
1060392309,1,TB08,700,0,684.78
1060393705,1,TB13,1744,872,857.7
1060393824,1,TB08,2610,750,2553.26
1060393824,1,TR08,560,0,547.82
1060448206,1,TB08,300,0,293.47
1060448623,1,TB05,2050, ,6150
1060630617,1,TB08,279,0,272.93
1100607006,1,TB13,2520,840,1232.6
1100855904,1,TB13,6000,0,2934.78
1100855904,1,TB10,1200,0,1173.91
1100855904,1,TR01,400, ,1161.29
1100855904,1,TB07,220, ,638.7
1100855904,1,TB01,2000, ,5806.45
1100855904,1,TB05,1400, ,4064.51
1101142703,1,TB11,10000,0,4918.03
1101253301,1,TB05,600, ,1741.93
1101253303,1,TB01,500, ,1451.61
1101253303,1,TB03,500, ,1451.61
1101253304,1,TB02,266, ,772.25
1101253304,1,TB03,62, ,179.99
1101307703,1,TB02,255, ,765
1101307703,1,TB03,1055, ,3165
1101307703,1,TB13,19789,1799,9732.29
1101443606,1,TB08,5100,550,4989.13
1101443606,1,TB05,200, ,600
1101443606,1,TB07,550, ,1650
1101443606,1,TB12,5000,0,2459.01
1101443606,1,TB13,5400,1800,2655.73
1101511405,1,TB03,1427, ,4142.9
1101511405,1,TB05,1690, ,4906.45
1101511405,1,TB06,1500, ,4354.83
1101511405,1,TB02,765, ,2220.96
1101799002,1,TB11,1000,350,489.13
1101862703,1,TB08,3960,2800,3873.91
1102103302,1,TB08,1500,1500,1467.39
1102103302,1,TB11,2300,0,1124.99
1102103302,1,TB12,5000,5000,2445.65
1102103302,1,TB04,1500, ,4354.83
1102626802,1,TB08,750,250,733.69
1102634906,1,TB14,19026,3171,9306.19
1102634906,1,TB08,3300,1500,3228.26
1102634906,1,TB11,3000,0,1467.39
1102634906,1,TB12,6999,0,3423.42
1102782401,1,TB08,450,450,440.21
1102782401,1,TB12,9000,0,4402.17
1102804404,1,TB11,11000,0,5380.43
1102850006,1,TB12,285,285,139.4
1102954406,1,TB01,2000, ,5806.45
1103147001,1,TB08,680,0,665.21
1103147005,1,TB08,800,800,782.6
1103147006,1,TB05,5000, ,14516.12
1103147006,1,TB08,380,380,371.73
1103205201,1,TB08,539,539,527.28
1103271904,1,TB12,27000,14000,13206.52
1103271904,1,TB11,9200,0,4499.99
1103271904,1,TB09,2000,0,1956.52
1103271904,1,TB07,500, ,1451.61
1103324503,1,TB09,1650,0,1614.13
1103324503,1,TB05,4000, ,11612.9
1103324504,1,TB03,1001, ,2906.12
1103324504,1,TB02,553, ,1605.48
1103324504,1,TB01,3137, ,9107.41
1103324504,1,TB04,10293, ,29882.9
1103324506,1,TB10,3150,3150,3081.52
1103364601,1,TB03,297, ,891
1103364601,1,TB02,200, ,600
1103364604,1,TB08,8300,0,8119.56
1103576204,1,TB12,7168,1792,3544.61
1103939205,1,TB11,700,0,346.15
1103939205,1,TB12,350,0,173.07
1103939205,1,TR01,1000, ,2903.22
1103939205,1,TB02,1607, ,4665.48
1103939205,1,TB03,1511, ,4386.77
1103939205,1,TB01,1500, ,4354.83
1103939205,1,TB05,400, ,1161.29
1103939205,1,TB08,3720,0,3639.13
1103940701,1,TB13,300,150,147.54
1103951501,1,TB08,500,150,489.13
1103974504,1,TB03,315, ,914.51
1103974504,1,TB01,4000, ,11612.9
1103974504,1,TB11,200,0,97.82
1103974504,1,TB10,907,0,887.28
1103974504,1,TB12,779,779,381.03
1103974505,1,TB03,290, ,841.93
1103974505,1,TB01,1000, ,2903.22
1103974505,1,TB05,10000, ,29032.25
1104143403,1,TB11,600,0,293.47
1104209401,1,TR11,1649,1649,806.57
1104397306,1,TB08,7399,1612,7238.15
1104397306,1,TB05,1100, ,3193.54
1104397306,1,TB13,366,366,179.02
1104444906,1,TB08,600,600,586.95
1104674603,1,TB01,2000, ,6000
1104674603,1,TB03,837, ,2511
1104674603,1,TB08,3500,3500,3423.91
1104674603,1,TB02,1550, ,4650
1104791301,1,TB03,260, ,754.83
1104791301,1,TB01,562, ,1631.61
1104791306,1,TB07,650, ,1887.09
1104791306,1,TB08,7700,0,7532.6
1104791306,1,TB09,1300,0,1271.73
1104791306,1,TB11,2000,0,978.26
1104791306,1,TB12,2900,0,1418.47
1104791306,1,TB14,2500,0,1222.82
1104791306,1,TB15,90000,15000,44021.73
1104803005,1,TB08,5400,3400,5282.6
1104803005,1,TR12,6200,0,3032.6
1104803005,1,TR08,4600,1600,4499.99
1104803005,1,TB11,2500,0,1222.82
1104803005,1,TB09,5000,0,4891.3
1104842201,1,TB02,5000, ,14516.12
1104842201,1,TB03,2000, ,5806.45
1104842201,1,TB01,21000, ,60967.74
1104842201,1,TB04,6000, ,17419.35
1105019902,1,TB12,17000,0,8315.21
1105133202,1,TB08,6820,5920,6671.73
1105133202,1,TB09,800,800,782.6
1105133202,1,TR08,970,970,948.91
1105366902,1,TB09,5000,0,4891.3
1105390303,1,TB11,4300,355,2103.26
1105509215,1,TB05,1000, ,2903.22
1105509708,1,TB10,1570,1570,1535.86
1105509724,1,TB08,1600,1600,1565.21
1105681902,1,TB13,6400,1000,3130.43
1106070414,1,TB12,33000,0,16141.3
1106070414,1,TB08,5600,0,5478.26
1106070414,1,TB13,7000,0,3423.91
1106084013,1,TB12,6700,0,3277.17
1106084013,1,TB08,1600,0,1565.21
1106241504,1,TB01,500, ,1451.61
1106404402,1,TB11,4000,0,1956.52
1106404402,1,TB08,1600,600,1565.21
1106404402,1,TB03,650, ,1887.09
1106404402,1,TB01,1500, ,4354.83
1106404402,1,TB02,1000, ,2903.22
1106404403,1,TB02,108, ,313.54
1106404403,1,TB03,550, ,1596.77
1106404403,1,TB07,470, ,1364.51
1106404406,1,TB09,2500,2500,2445.65
1107388614,1,TB08,1300,1080,1271.73
1107396023,1,TB09,4200,415,4108.69
1107404701,1,TB13,1600,1600,786.88
1107408405,1,TB11,20000,0,9782.6
1107408405,1,TB14,81000,13500,39619.56
1107408922,1,TB08,1300,1300,1271.73
1107808423,1,TB08,350,350,342.39
1107808613,1,TB10,7993,2471,7819.23
1108428924,1,TB11,50,50,24.45
1108651603,1,TB11,7000,0,3442.62
1108651611,1,TB11,600,0,295.08
1108651623,1,TB08,800,800,782.6
1108696906,1,TB08,140,140,136.95
1160127417,1,TB12,800,200,391.3
1160290712,1,TB02,500, ,1500
1160324813,1,TB13,21000,0,10327.86
1160343312,1,TB11,3470,3470,1697.28
1160366511,1,TB11,1250,1250,611.41
1160446514,1,TB11,12000,0,5869.56
1160461304,1,TB11,550,550,269.02
1160650601,1,TB08,1849,1849,1808.8
1160650601,1,TB11,10788,1798,5305.57
1160650602,1,TB01,3000, ,9000
1160650602,1,TB12,1550,1550,762.29
1160650603,1,TB01,1500, ,4500
1160813815,1,TB08,900,900,880.43
1160813815,1,TB11,9000,0,4426.22
1160895408,1,TB05,3700, ,10741.93
1160957223,1,TB08,700,0,684.78
1161067913,1,TB13,1900,0,929.34
1161117023,1,TB09,2500,2500,2445.65
1161117313,1,TB08,2300,0,2249.99
1161127513,1,TB04,600, ,1741.93
1161127513,1,TB08,800,800,782.6
1161127515,1,TB08,1000,1000,978.26
1161127515,1,TB10,2000,2000,1956.52
1161202807,1,TB08,940,940,919.56
1161246303,1,TB08,230,230,224.99
1161260215,1,TB02,244, ,708.38
1161260217,1,TR09,750,750,733.69
1161260303,1,TB12,11000,11000,5380.43
1161304215,1,TB13,16000,2700,7912.08
1161304215,1,TB03,450, ,1306.45
1161304215,1,TB10,1180,0,1154.34
1161304306,1,TB13,3300,0,1614.13
1161389202,1,TB11,4400,0,2175.82
1161394605,1,TB05,3000, ,9000
1161521607,1,TB08,2800,2800,2739.13
1161562912,1,TB08,400,400,391.3
1161562912,1,TB09,800,0,782.6
1161607510,1,TB12,6000,0,2934.78
1161607701,1,TB11,70300,32000,34573.77
1161607701,1,TB03,500, ,1500
1161607701,1,TB08,1030,1030,1007.6
1161607703,1,TB05,4000, ,12000
1161701501,1,TB13,28000,0,13695.65
1161701501,1,TB12,1500,1500,733.69
1200532802,1,TB02,263, ,789
1200532804,1,TB03,2500, ,7500
1200532804,1,TB08,2500,2500,2445.65
1200565404,1,TB12,1000,0,489.13
1200565404,1,TB08,4400,4400,4304.34
1200565404,1,TB02,1909, ,5542.25
1200565404,1,TB03,180, ,522.58
1200746703,1,TB03,65, ,195
1200746703,1,TB02,237, ,711
1200769304,1,TB02,1012, ,2938.06
1200769304,1,TB07,600, ,1741.93
1200769306,1,TB13,9000,0,4402.17
1200769306,1,TB10,680,280,665.21
1200769306,1,TB07,1500, ,4354.83
1200769306,1,TB01,1000, ,2903.22
1200769306,1,TB02,1806, ,5243.22
1200769306,1,TB08,9800,5000,9586.95
1200769306,1,TB06,284, ,824.51
1200769306,1,TB03,4201, ,12196.45
1200920801,1,TB02,80, ,240
1200950901,1,TB03,657, ,1907.41
1200950901,1,TB02,419, ,1216.45
1201287706,1,TB08,800,800,782.6
1201450202,1,TB11,5600,0,2769.23
1201708006,1,TB08,250,0,244.56
1201708006,1,TB09,450,450,440.21
1201708006,1,TB11,10500,10500,5135.86
1201738302,1,TB12,7000,7000,3423.91
1201958301,1,TB13,15000,0,7336.95
1202127601,1,TB02,414, ,1242
1202127601,1,TB03,180, ,540
1202234303,1,TB12,10000,0,4891.3
1202234303,1,TB13,2400,0,1173.91
1202234303,1,TB08,2587,1687,2530.76
1202234303,1,TB03,1028, ,2984.51
1202234303,1,TB02,1032, ,2996.12
1202234306,1,TB05,1500, ,4354.83
1202234306,1,TB07,800, ,2322.58
1202234306,1,TB13,720,720,352.17
1202234306,1,TB12,9000,9000,4402.17
1202234306,1,TB08,4400,4400,4304.34
1202234306,1,TB11,3000,3000,1467.39
1202234306,1,TB09,3000,3000,2934.78
1202257503,1,TB08,1018,1018,995.86
1202257503,1,TB05,3300, ,9580.64
1202398804,1,TB11,3000,0,1475.4
1202497901,1,TB05,493, ,1431.29
1202497901,1,TB10,6430,3430,6290.21
1202497903,1,TB03,705, ,2046.77
1202497903,1,TB02,525, ,1524.19
1202850302,1,TB07,400, ,1161.29
1202850302,1,TB11,200,0,97.82
1202854702,1,TB08,240,240,234.78
1202854702,1,TB07,600, ,1800
1202886802,1,TB08,1005,1005,983.15
1202886802,1,TB03,25, ,75
1203029301,1,TB02,497, ,1442.9
1203155315,1,TB02,2034, ,5905.16
1203155315,1,TB01,3000, ,8709.67
1203155315,1,TB03,724, ,2101.93
1203155413,1,TB12,150,0,73.36
1203155413,1,TB07,229, ,664.83
1203155413,1,TB03,191, ,554.51
1203155413,1,TB02,229, ,664.83
1203265211,1,TB12,10000,0,4945.05
1203308404,1,TB12,300,0,146.73
